èáà ,ëIéËñº,age,debut_year,tall,weight,pro_year,position,bt,Date,Home Tm,Away Tm,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-04,Arizona Diamondbacks,Colorado Rockies,5,5,1,2,0,0,0,0,0,0,0,0,0,.400,.400,.400,.800
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-05,Arizona Diamondbacks,Colorado Rockies,5,4,1,2,0,1,1,3,0,1,0,0,1,.444,.500,1.000,1.500
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-06,Arizona Diamondbacks,Colorado Rockies,5,5,0,2,0,0,0,0,0,1,1,0,0,.429,.467,.786,1.253
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-07,Arizona Diamondbacks,Chicago Cubs,4,4,2,2,0,0,2,2,0,1,0,0,0,.444,.474,1.056,1.530
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-08,Arizona Diamondbacks,Chicago Cubs,4,4,2,3,2,0,0,0,0,0,1,0,0,.500,.522,1.091,1.613
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-09,Arizona Diamondbacks,Chicago Cubs,4,4,0,0,0,0,0,0,0,0,0,0,0,.423,.444,.923,1.367
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-10,Arizona Diamondbacks,Chicago Cubs,1,1,0,0,0,0,0,0,0,0,0,0,0,.407,.429,.889,1.318
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-12,Los Angeles Dodgers,Arizona Diamondbacks,5,4,0,1,0,0,0,0,0,0,0,1,1,.387,.424,.806,1.230
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-13,Los Angeles Dodgers,Arizona Diamondbacks,4,3,0,2,0,0,0,0,1,0,0,0,0,.412,.459,.794,1.253
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-14,Los Angeles Dodgers,Arizona Diamondbacks,4,4,0,1,0,0,0,0,0,0,0,0,0,.395,.439,.737,1.176
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-15,San Diego Padres,Arizona Diamondbacks,4,3,0,0,0,0,0,0,1,0,0,0,0,.366,.422,.683,1.105
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-16,San Diego Padres,Arizona Diamondbacks,7,7,0,1,1,0,0,1,0,2,0,0,0,.333,.385,.625,1.010
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-18,San Francisco Giants,Arizona Diamondbacks,6,6,2,3,0,0,0,1,0,0,1,0,0,.352,.397,.611,1.008
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-19,San Francisco Giants,Arizona Diamondbacks,5,5,1,1,0,0,0,1,0,1,0,0,0,.339,.381,.576,.957
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-20,San Francisco Giants,Arizona Diamondbacks,4,4,0,0,0,0,0,0,0,1,0,0,0,.317,.358,.540,.898
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-21,San Francisco Giants,Arizona Diamondbacks,5,5,1,3,0,1,0,2,0,0,0,0,0,.338,.375,.574,.949
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-22,Arizona Diamondbacks,Pittsburgh Pirates,5,5,0,3,0,0,0,1,0,0,0,0,0,.356,.390,.575,.965
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-23,Arizona Diamondbacks,Pittsburgh Pirates,5,5,0,1,0,0,0,0,0,1,0,0,0,.346,.378,.551,.929
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-24,Arizona Diamondbacks,Pittsburgh Pirates,7,7,0,1,0,0,0,1,0,3,0,0,0,.329,.360,.518,.878
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-25,Arizona Diamondbacks,St. Louis Cardinals,6,6,1,4,1,0,1,3,0,0,0,0,0,.352,.379,.571,.950
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-26,Arizona Diamondbacks,St. Louis Cardinals,4,4,0,1,0,0,0,0,0,0,0,0,0,.347,.374,.558,.932
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-27,Arizona Diamondbacks,St. Louis Cardinals,5,5,0,2,0,0,0,0,0,2,0,0,0,.350,.375,.550,.925
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-28,Arizona Diamondbacks,St. Louis Cardinals,4,4,0,1,1,0,0,0,0,1,1,0,0,.346,.370,.548,.918
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-29,Arizona Diamondbacks,Colorado Rockies,4,3,0,0,0,0,0,0,1,0,0,0,0,.336,.366,.533,.899
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-04-30,Arizona Diamondbacks,Colorado Rockies,4,4,1,1,0,0,0,0,0,1,0,0,0,.333,.362,.523,.885
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-04,Miami Marlins,Arizona Diamondbacks,1,1,0,1,0,0,0,0,0,0,0,0,0,.339,.368,.527,.895
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-05,Miami Marlins,Arizona Diamondbacks,4,4,0,2,0,0,0,0,0,0,0,0,0,.345,.372,.526,.898
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-06,Atlanta Braves,Arizona Diamondbacks,5,4,1,1,0,0,0,0,1,1,0,0,0,.342,.373,.517,.890
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-07,Atlanta Braves,Arizona Diamondbacks,5,5,2,2,0,0,0,0,0,0,0,0,0,.344,.374,.512,.886
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-08,Atlanta Braves,Arizona Diamondbacks,5,5,1,1,1,0,0,0,0,1,0,0,0,.338,.368,.508,.876
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-09,Colorado Rockies,Arizona Diamondbacks,5,5,2,2,1,0,1,1,0,0,0,0,0,.341,.369,.533,.902
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-10,Colorado Rockies,Arizona Diamondbacks,5,5,0,3,0,0,0,1,0,1,0,1,0,.350,.377,.536,.913
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-11,Colorado Rockies,Arizona Diamondbacks,5,5,0,1,1,0,0,0,0,2,0,0,0,.345,.371,.531,.902
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-12,Arizona Diamondbacks,San Francisco Giants,5,5,1,3,0,0,0,0,0,1,1,1,0,.353,.378,.533,.911
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-13,Arizona Diamondbacks,San Francisco Giants,4,4,0,1,0,0,0,1,0,0,0,0,0,.351,.375,.526,.901
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-14,Arizona Diamondbacks,San Francisco Giants,5,5,0,0,0,0,0,1,0,0,0,0,0,.340,.364,.509,.873
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-15,Arizona Diamondbacks,San Francisco Giants,4,4,0,0,0,0,0,0,0,0,0,0,0,.331,.355,.497,.852
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-16,Arizona Diamondbacks,New York Yankees,6,5,0,2,1,1,0,3,0,2,0,0,1,.333,.360,.512,.872
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-17,Arizona Diamondbacks,New York Yankees,4,4,1,2,0,0,0,0,0,2,0,0,0,.337,.363,.512,.875
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-18,Arizona Diamondbacks,New York Yankees,4,4,1,1,1,0,0,0,0,1,0,0,0,.335,.361,.511,.872
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-20,St. Louis Cardinals,Arizona Diamondbacks,5,5,2,2,0,0,0,1,0,0,1,0,0,.337,.362,.508,.870
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-21,St. Louis Cardinals,Arizona Diamondbacks,5,5,0,0,0,0,0,0,0,1,0,0,0,.328,.352,.495,.847
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-22,St. Louis Cardinals,Arizona Diamondbacks,5,4,2,0,0,0,0,0,1,0,0,0,0,.321,.348,.484,.832
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-24,Pittsburgh Pirates,Arizona Diamondbacks,4,3,0,0,0,0,0,0,0,0,0,0,1,.316,.347,.477,.824
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-26,Pittsburgh Pirates,Arizona Diamondbacks,5,5,2,2,1,0,0,0,0,0,0,0,0,.318,.348,.480,.828
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-27,Arizona Diamondbacks,San Diego Padres,3,3,0,0,0,0,0,0,0,0,0,0,0,.313,.343,.473,.816
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-28,Arizona Diamondbacks,San Diego Padres,5,4,0,0,0,0,0,1,0,1,0,0,0,.307,.335,.463,.798
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-29,Arizona Diamondbacks,San Diego Padres,5,5,0,2,0,0,0,0,0,1,0,0,0,.310,.336,.462,.798
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-30,Arizona Diamondbacks,Houston Astros,4,4,0,1,0,1,0,1,0,0,0,0,0,.308,.335,.467,.802
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-05-31,Arizona Diamondbacks,Houston Astros,5,5,0,1,1,0,0,2,0,0,0,0,0,.306,.332,.466,.798
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-01,Houston Astros,Arizona Diamondbacks,5,3,1,1,0,0,0,0,1,1,0,1,1,.306,.338,.464,.802
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-02,Houston Astros,Arizona Diamondbacks,4,4,0,0,0,0,0,0,0,3,0,0,0,.301,.332,.456,.788
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-03,Chicago Cubs,Arizona Diamondbacks,4,4,0,1,0,0,0,0,0,2,0,0,0,.300,.331,.452,.783
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-04,Chicago Cubs,Arizona Diamondbacks,4,4,0,1,0,0,0,0,0,0,0,0,0,.299,.329,.449,.778
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-06,Arizona Diamondbacks,Tampa Bay Rays,5,4,1,0,0,0,0,0,1,3,0,0,0,.294,.327,.441,.768
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-07,Arizona Diamondbacks,Tampa Bay Rays,4,3,0,0,0,0,0,0,1,0,0,0,0,.290,.325,.436,.761
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-08,Arizona Diamondbacks,Tampa Bay Rays,5,4,0,1,0,0,0,0,1,0,0,0,0,.290,.327,.433,.760
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-10,Arizona Diamondbacks,Miami Marlins,5,4,0,2,0,0,0,1,0,1,1,0,0,.293,.330,.434,.764
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-11,Arizona Diamondbacks,Miami Marlins,4,4,1,1,0,0,0,0,0,1,0,0,0,.292,.328,.431,.759
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-12,Arizona Diamondbacks,Miami Marlins,5,4,2,2,0,0,0,0,1,0,0,0,0,.296,.333,.432,.765
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-13,Arizona Diamondbacks,Los Angeles Dodgers,4,4,0,2,0,0,0,1,0,0,0,1,0,.299,.336,.433,.769
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-14,Arizona Diamondbacks,Los Angeles Dodgers,4,4,2,4,1,0,0,0,0,0,0,0,0,.309,.345,.445,.790
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-15,Arizona Diamondbacks,Los Angeles Dodgers,4,4,0,0,0,0,0,0,0,1,0,0,0,.305,.340,.439,.779
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-17,Philadelphia Phillies,Arizona Diamondbacks,5,5,0,1,0,0,0,0,0,1,0,0,0,.303,.338,.434,.772
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-18,Philadelphia Phillies,Arizona Diamondbacks,5,4,1,2,0,0,0,0,1,1,1,0,0,.306,.342,.435,.777
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-19,Philadelphia Phillies,Arizona Diamondbacks,1,1,0,0,0,0,0,0,0,1,0,0,0,.305,.341,.434,.775
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-20,Philadelphia Phillies,Arizona Diamondbacks,4,4,1,2,1,0,0,0,0,0,0,0,0,.307,.343,.438,.781
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-21,Toronto Blue Jays,Arizona Diamondbacks,4,2,1,0,0,0,0,0,2,0,2,0,0,.305,.345,.435,.780
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-22,Toronto Blue Jays,Arizona Diamondbacks,5,4,1,1,0,0,0,0,1,0,0,0,0,.304,.346,.433,.779
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-23,Colorado Rockies,Arizona Diamondbacks,5,5,1,1,0,0,0,0,0,0,0,0,0,.303,.344,.429,.773
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-24,Colorado Rockies,Arizona Diamondbacks,6,6,2,3,2,0,0,1,0,0,2,0,0,.307,.347,.437,.784
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-25,Colorado Rockies,Arizona Diamondbacks,5,1,2,0,0,0,0,1,4,0,1,0,0,.306,.354,.435,.789
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-26,Colorado Rockies,Arizona Diamondbacks,5,4,3,3,0,0,0,1,1,0,0,0,0,.311,.361,.439,.800
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-27,Arizona Diamondbacks,Philadelphia Phillies,4,4,0,1,0,0,0,0,0,1,0,0,0,.311,.359,.437,.796
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-28,Arizona Diamondbacks,Philadelphia Phillies,5,4,0,2,0,0,0,0,1,1,0,0,0,.313,.363,.438,.801
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-06-29,Arizona Diamondbacks,Philadelphia Phillies,6,5,0,1,0,0,0,2,0,0,0,0,0,.311,.359,.434,.793
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-01,Arizona Diamondbacks,San Francisco Giants,4,4,1,1,1,0,0,0,0,1,0,0,0,.311,.358,.435,.793
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-02,Arizona Diamondbacks,San Francisco Giants,4,4,0,1,0,0,0,0,0,1,0,0,0,.310,.357,.433,.790
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-03,Arizona Diamondbacks,San Francisco Giants,5,5,0,1,1,0,0,0,0,0,0,0,0,.308,.355,.432,.787
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-04,Arizona Diamondbacks,San Diego Padres,5,5,1,3,0,0,0,0,0,1,2,0,0,.313,.358,.435,.793
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-05,Arizona Diamondbacks,San Diego Padres,4,4,3,3,0,1,0,1,0,1,0,0,0,.318,.362,.444,.806
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-06,Arizona Diamondbacks,San Diego Padres,2,1,0,0,0,0,0,0,0,0,0,0,1,.317,.363,.443,.806
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-08,San Francisco Giants,Arizona Diamondbacks,5,4,1,1,0,0,1,1,0,1,0,0,1,.316,.364,.449,.813
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-09,San Francisco Giants,Arizona Diamondbacks,5,5,0,1,0,0,0,0,0,1,0,0,0,.314,.361,.446,.807
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-10,San Francisco Giants,Arizona Diamondbacks,4,4,0,0,0,0,0,0,0,2,0,0,0,.311,.358,.441,.799
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-15,Arizona Diamondbacks,Los Angeles Dodgers,5,5,1,1,0,0,1,1,0,1,0,0,0,.309,.356,.446,.802
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-16,Arizona Diamondbacks,Los Angeles Dodgers,5,5,0,0,0,0,0,0,0,2,0,0,0,.305,.351,.440,.791
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-17,Arizona Diamondbacks,Los Angeles Dodgers,4,4,1,1,0,0,0,0,0,0,0,0,0,.304,.350,.438,.788
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-19,Arizona Diamondbacks,Toronto Blue Jays,4,4,1,2,0,0,0,0,0,0,1,0,0,.306,.352,.438,.790
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-20,Arizona Diamondbacks,Toronto Blue Jays,4,4,1,3,0,0,0,0,0,1,0,0,0,.311,.356,.441,.797
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-22,Cincinnati Reds,Arizona Diamondbacks,4,3,1,2,0,0,1,1,0,1,0,0,1,.314,.359,.451,.810
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-23,Cincinnati Reds,Arizona Diamondbacks,4,3,1,1,0,0,0,0,1,1,1,0,0,.314,.361,.450,.811
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-24,Cincinnati Reds,Arizona Diamondbacks,5,4,0,2,0,0,0,0,1,1,0,2,0,.316,.364,.451,.815
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-25,Milwaukee Brewers,Arizona Diamondbacks,5,5,0,1,0,0,0,1,0,0,0,0,0,.315,.362,.448,.810
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-26,Milwaukee Brewers,Arizona Diamondbacks,5,4,1,1,1,0,0,0,1,0,0,0,0,.314,.362,.448,.810
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-27,Milwaukee Brewers,Arizona Diamondbacks,5,5,1,2,1,0,0,1,0,0,0,0,0,.315,.363,.450,.813
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-28,Milwaukee Brewers,Arizona Diamondbacks,4,4,1,1,1,0,0,0,0,1,0,0,0,.314,.362,.450,.812
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-29,Los Angeles Dodgers,Arizona Diamondbacks,5,5,0,0,0,0,0,0,0,2,0,0,0,.311,.357,.445,.802
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-30,Los Angeles Dodgers,Arizona Diamondbacks,5,4,1,2,1,0,1,2,0,0,0,0,1,.312,.360,.455,.815
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-07-31,Los Angeles Dodgers,Arizona Diamondbacks,3,2,1,0,0,0,0,0,1,0,1,0,0,.311,.360,.453,.813
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-01,Arizona Diamondbacks,Washington Nationals,3,2,1,1,1,0,0,0,1,0,0,0,0,.312,.362,.456,.818
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-02,Arizona Diamondbacks,Washington Nationals,5,5,1,1,0,0,0,0,0,1,0,0,0,.310,.360,.453,.813
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-05,Arizona Diamondbacks,Milwaukee Brewers,5,5,0,0,0,0,0,0,0,3,0,0,0,.307,.356,.447,.803
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-06,Arizona Diamondbacks,Milwaukee Brewers,5,5,1,2,0,0,1,2,0,0,0,0,0,.308,.357,.454,.811
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-07,Arizona Diamondbacks,Milwaukee Brewers,5,5,0,2,1,0,0,0,0,0,1,0,0,.309,.357,.455,.812
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-09,New York Mets,Arizona Diamondbacks,5,5,0,1,0,0,0,0,0,2,1,0,0,.308,.356,.452,.808
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-10,New York Mets,Arizona Diamondbacks,6,5,2,3,2,0,0,0,1,0,2,1,0,.311,.360,.459,.819
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-11,New York Mets,Arizona Diamondbacks,5,5,1,1,0,0,0,0,0,3,0,0,0,.310,.358,.456,.814
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-12,Boston Red Sox,Arizona Diamondbacks,5,5,1,2,1,1,0,0,0,1,0,0,0,.311,.358,.462,.820
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-13,Boston Red Sox,Arizona Diamondbacks,5,4,0,0,0,0,0,0,1,0,0,0,0,.308,.357,.458,.815
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-14,Boston Red Sox,Arizona Diamondbacks,2,2,0,1,0,0,0,0,0,1,0,0,0,.309,.357,.458,.815
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-15,Arizona Diamondbacks,New York Mets,5,3,1,1,1,0,0,1,0,0,1,0,1,.309,.358,.459,.817
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-16,Arizona Diamondbacks,New York Mets,5,5,0,3,1,0,0,0,0,0,1,0,0,.312,.361,.463,.824
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-17,Arizona Diamondbacks,New York Mets,5,5,1,2,1,0,0,0,0,1,0,0,0,.313,.361,.464,.825
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-18,San Diego Padres,Arizona Diamondbacks,5,4,2,2,1,0,1,2,0,1,0,0,0,.315,.362,.473,.835
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-19,San Diego Padres,Arizona Diamondbacks,6,6,1,5,0,0,0,2,0,0,3,0,0,.321,.368,.477,.845
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-20,San Diego Padres,Arizona Diamondbacks,4,4,0,0,0,0,0,0,0,1,0,0,0,.318,.365,.473,.838
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-22,Arizona Diamondbacks,Atlanta Braves,5,5,2,3,2,0,0,0,0,1,0,0,0,.321,.367,.479,.846
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-23,Arizona Diamondbacks,Atlanta Braves,5,3,1,1,0,0,0,0,1,0,0,0,1,.321,.369,.478,.847
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-24,Arizona Diamondbacks,Atlanta Braves,6,6,1,1,0,0,1,1,0,1,0,0,0,.319,.367,.480,.847
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-25,Arizona Diamondbacks,Atlanta Braves,4,3,0,1,0,0,0,0,1,0,0,0,0,.320,.368,.479,.847
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-26,Arizona Diamondbacks,Cincinnati Reds,5,5,0,0,0,0,0,0,0,3,0,0,0,.316,.365,.475,.840
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-27,Arizona Diamondbacks,Cincinnati Reds,1,0,0,0,0,0,0,0,1,0,0,0,0,.316,.366,.475,.841
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-30,San Francisco Giants,Arizona Diamondbacks,5,5,1,1,0,0,0,1,0,1,0,0,0,.315,.364,.472,.836
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-08-31,San Francisco Giants,Arizona Diamondbacks,5,5,0,3,1,0,0,0,0,1,1,0,0,.318,.366,.475,.841
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-09-02,Colorado Rockies,Arizona Diamondbacks,5,5,1,1,0,0,0,0,0,0,0,0,0,.317,.365,.472,.837
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-09-04,Colorado Rockies,Arizona Diamondbacks,5,4,2,3,1,0,0,0,1,0,2,0,0,.320,.369,.476,.845
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-09-05,Los Angeles Dodgers,Arizona Diamondbacks,4,4,0,1,0,0,0,0,0,1,0,0,0,.320,.368,.475,.843
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-09-06,Los Angeles Dodgers,Arizona Diamondbacks,4,4,0,0,0,0,0,0,0,0,0,0,0,.317,.365,.471,.836
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-09-07,Los Angeles Dodgers,Arizona Diamondbacks,5,5,0,1,0,0,0,0,0,1,0,0,0,.316,.364,.469,.833
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-09-09,Arizona Diamondbacks,San Francisco Giants,6,6,0,0,0,0,0,0,0,1,0,0,0,.313,.360,.464,.824
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-09-10,Arizona Diamondbacks,San Francisco Giants,4,4,0,1,1,0,0,0,0,0,0,0,0,.312,.360,.464,.824
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-09-11,Arizona Diamondbacks,San Francisco Giants,5,5,0,1,0,0,0,0,0,0,0,0,0,.311,.358,.462,.820
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-09-12,Arizona Diamondbacks,Colorado Rockies,5,4,0,0,0,0,0,0,0,0,0,1,0,.309,.356,.458,.814
1,Jean Segura,26, 7/24/2012,177.8,99.792,0,3B,R/R,2016-09-13,Arizona Diamondbacks,Colorado Rockies,5,5,3,3,0,0,2,2,0,0,0,0,0,.312,.358,.470,.828
